Date/Time,Net,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 12/08  15:00:00,8.827296549,1.277325847,3.237187993,0,3.211004496,0,0.086517358,0.086517358,0.086517358,0.139414205,0.030033518,0.292642171,0.380136245,0
 12/08  16:00:00,9.169450544,1.380299447,3.306072595,0,3.27843363,0,0.088838341,0.088838341,0.088838341,0.192524405,0.041474863,0.302863616,0.401266965,0
 12/08  17:00:00,10.03273943,1.736311349,3.403560248,0,3.370868196,0,0.091355192,0.091355192,0.091355192,0.3452161,0.074368721,0.353720743,0.474628493,0
 12/08  18:00:00,13.6361971,2.370342036,4.589352941,0,4.549637323,0,0.123641215,0.123641215,0.123641215,0.604128195,0.130145254,0.445069937,0.576597765,0
 12/08  19:00:00,12.67375354,2.702202015,3.857882853,0,3.814763679,0,0.102112483,0.102112483,0.102112483,0.7966526,0.1716201,0.398283704,0.626011142,0
 12/08  20:00:00,11.97512482,2.553346626,3.656105035,0,3.611597568,0,0.096280636,0.096280636,0.096280636,0.7435424,0.160178789,0.315345897,0.646166599,0
 12/08  21:00:00,12.02664755,2.407765688,3.798663179,0,3.752625605,0,0.100101796,0.100101796,0.100101796,0.67715471,0.145877102,0.275874928,0.668380946,0
 12/08  22:00:00,12.14083386,2.189343206,4.035942449,0,3.990979682,0,0.106506899,0.106506899,0.106506899,0.57093439,0.122994428,0.258342283,0.652776722,0
 12/08  23:00:00,12.35040643,1.784283709,4.481049591,0,4.442140079,0,0.118581809,0.118581809,0.118581809,0.42488144,0.091530731,0.205880856,0.564894597,0
 12/08  24:00:00,12.78828306,1.394269775,5.019339562,0,4.985527919,0,0.13307995,0.13307995,0.13307995,0.298744725,0.064357555,0.135920782,0.490882893,0
 12/09  01:00:00,13.36839662,1.00147775,5.631074515,0,5.603107137,0,0.149391245,0.149391245,0.149391245,0.152691775,0.032893858,0.092942925,0.406034923,0
 12/09  02:00:00,13.74096269,0.831297736,5.949891678,0,5.92414109,0,0.157543339,0.157543339,0.157543339,0.09294283,0.020022351,0.07618578,0.37385121,0
 12/09  03:00:00,14.72058523,0.770973917,6.47846085,0,6.453008819,0,0.171225998,0.171225998,0.171225998,0.059748945,0.012871509,0.062326493,0.369516703,0
 12/09  04:00:00,15.66496269,0.773535601,6.938324754,0,6.913230992,0,0.182986386,0.182986386,0.182986386,0.059748945,0.012871509,0.053976431,0.364315295,0
 12/09  05:00:00,17.23716317,0.836348626,7.665095004,0,7.640949163,0,0.201924608,0.201924608,0.201924608,0.059748945,0.012871509,0.065822864,0.350553236,0
 12/09  06:00:00,18.5456158,1.10866023,8.136070569,0,8.10912575,0,0.213267479,0.213267479,0.213267479,0.066387722,0.014301678,0.080078181,0.391189237,0
 12/09  07:00:00,21.22014525,1.712905748,9.033706119,0,9.002574031,0,0.236382462,0.236382462,0.236382462,0.139414205,0.030033518,0.140383543,0.451980695,0
 12/09  08:00:00,20.68372211,2.109961528,8.446262775,0,8.413182598,0,0.219506733,0.219506733,0.219506733,0.285467155,0.061497214,0.228567291,0.480263352,0
 12/09  09:00:00,18.58136373,2.035852207,7.475509072,0,7.447541694,0,0.192134141,0.192134141,0.192134141,0.27882841,0.060067052,0.30112795,0.406034923,0
 12/09  10:00:00,15.91663026,1.787498469,6.376761082,0,6.352958581,0,0.164397797,0.164397797,0.164397797,0.152691775,0.032893858,0.375064554,0.345568553,0
 12/09  11:00:00,15.98795947,1.690849795,6.45578898,0,6.431426684,0,0.169031859,0.169031859,0.169031859,0.126136635,0.027173194,0.395792849,0.353695754,0
 12/09  12:00:00,12.50486406,1.577440297,4.826300892,0,4.801931132,0,0.126156436,0.126156436,0.126156436,0.126136635,0.027173194,0.413608485,0.353804116,0
 12/09  13:00:00,10.84669762,1.47140698,4.087565358,0,4.063606114,0,0.107769562,0.107769562,0.107769562,0.126136635,0.027173194,0.39965648,0.347844169,0
 12/09  14:00:00,9.944227557,1.394057793,3.702746909,0,3.677959168,0,0.098281872,0.098281872,0.098281872,0.126136635,0.027173194,0.361435816,0.359872426,0
 12/09  15:00:00,9.414282868,1.355064099,3.463850025,0,3.437666528,0,0.092116835,0.092116835,0.092116835,0.139414205,0.030033518,0.331767743,0.380136245,0
 12/09  16:00:00,10.03889227,1.459592748,3.668578524,0,3.640939559,0,0.098197538,0.098197538,0.098197538,0.192524405,0.041474863,0.339922589,0.401266965,0
 12/09  17:00:00,11.79549782,1.833303325,4.187261165,0,4.154569113,0,0.112170745,0.112170745,0.112170745,0.3452161,0.074368721,0.389638663,0.474628493,0
 12/09  18:00:00,16.32600425,2.486422604,5.810298231,0,5.770582613,0,0.155802572,0.155802572,0.155802572,0.604128195,0.130145254,0.480421868,0.576597765,0
 12/09  19:00:00,14.97285667,2.825528399,4.889349247,0,4.846230073,0,0.128290364,0.128290364,0.128290364,0.7966526,0.1716201,0.43259402,0.626011142,0
 12/09  20:00:00,14.78871014,2.690428651,4.928167187,0,4.88365972,0,0.128992049,0.128992049,0.128992049,0.7435424,0.160178789,0.349590651,0.646166599,0
 12/09  21:00:00,15.38472553,2.548999714,5.330075288,0,5.284037714,0,0.139823252,0.139823252,0.139823252,0.67715471,0.145877102,0.310730298,0.668380946,0
 12/09  22:00:00,15.76010544,2.323715113,5.696379663,0,5.651416896,0,0.149313028,0.149313028,0.149313028,0.57093439,0.122994428,0.29394914,0.652776722,0
 12/09  23:00:00,16.27338994,1.903168549,6.299017515,0,6.260108003,0,0.165205013,0.165205013,0.165205013,0.42488144,0.091530731,0.234174068,0.564894597,0
 12/09  24:00:00,16.61977235,1.482762559,6.814838407,0,6.781026764,0,0.17856794,0.17856794,0.17856794,0.298744725,0.064357555,0.151455627,0.490882893,0
 12/10  01:00:00,17.24492409,1.048335537,7.47623423,0,7.448266852,0,0.19584133,0.19584133,0.19584133,0.152691775,0.032893858,0.092942925,0.406034923,0
 12/10  02:00:00,17.81156909,0.880254194,7.887591925,0,7.861841337,0,0.206293154,0.206293154,0.206293154,0.09294283,0.020022351,0.07618578,0.37385121,0
 12/10  03:00:00,18.29227252,0.813249246,8.17997262,0,8.154520589,0,0.213355471,0.213355471,0.213355471,0.059748945,0.012871509,0.062326493,0.369516703,0
 12/10  04:00:00,18.64097041,0.8084639,8.356715396,0,8.331621634,0,0.217752433,0.217752433,0.217752433,0.059748945,0.012871509,0.053976431,0.364315295,0
 12/10  05:00:00,18.96302067,0.855689571,8.489838667,0,8.465692825,0,0.22093435,0.22093435,0.22093435,0.059748945,0.012871509,0.065822864,0.350553236,0
 12/10  06:00:00,19.29922462,1.117290281,8.49716688,0,8.470222062,0,0.220862859,0.220862859,0.220862859,0.066387722,0.014301678,0.080078181,0.391189237,0
 12/10  07:00:00,19.40781898,1.690971319,8.174956449,0,8.14382436,0,0.212084964,0.212084964,0.212084964,0.139414205,0.030033518,0.140383543,0.451980695,0
 12/10  08:00:00,19.27527818,2.094270646,7.777587318,0,7.744507141,0,0.201039354,0.201039354,0.201039354,0.285467155,0.061497214,0.228567291,0.480263352,0
 12/10  09:00:00,18.53834695,2.0393179,7.451159287,0,7.423191909,0,0.192873172,0.192873172,0.192873172,0.27882841,0.060067052,0.30112795,0.406034923,0
 12/10  10:00:00,17.70436995,1.813284272,7.222750404,0,7.198947903,0,0.187722877,0.187722877,0.187722877,0.152691775,0.032893858,0.375064554,0.345568553,0
 12/10  11:00:00,19.39562784,1.736097804,8.072301396,0,8.0479391,0,0.212163703,0.212163703,0.212163703,0.126136635,0.027173194,0.395792849,0.353695754,0
 12/10  12:00:00,15.59043133,1.617055869,6.292540014,0,6.268170254,0,0.16398092,0.16398092,0.16398092,0.126136635,0.027173194,0.413608485,0.353804116,0
 12/10  13:00:00,11.5907886,1.480766814,4.443203818,0,4.419244574,0,0.115587639,0.115587639,0.115587639,0.126136635,0.027173194,0.39965648,0.347844169,0
 12/10  14:00:00,9.002880883,1.382679465,3.256896239,0,3.232108499,0,0.085526203,0.085526203,0.085526203,0.126136635,0.027173194,0.361435816,0.359872426,0
 12/10  15:00:00,7.466484698,1.331527464,2.538867365,0,2.512683868,0,0.06735143,0.06735143,0.06735143,0.139414205,0.030033518,0.331767743,0.380136245,0
 12/10  16:00:00,7.208067362,1.424366546,2.32547734,0,2.297838375,0,0.061732093,0.061732093,0.061732093,0.192524405,0.041474863,0.339922589,0.401266965,0
 12/10  17:00:00,8.443822958,1.79241847,2.595327055,0,2.562635004,0,0.069863484,0.069863484,0.069863484,0.3452161,0.074368721,0.389638663,0.474628493,0
 12/10  18:00:00,11.83684187,2.431815244,3.677590917,0,3.637875299,0,0.099422444,0.099422444,0.099422444,0.604128195,0.130145254,0.480421868,0.576597765,0
 12/10  19:00:00,10.63522508,2.774085627,2.826579836,0,2.783460662,0,0.074740363,0.074740363,0.074740363,0.7966526,0.1716201,0.43259402,0.626011142,0
 12/10  20:00:00,10.48969676,2.639707594,2.883356061,0,2.838848594,0,0.076102023,0.076102023,0.076102023,0.7435424,0.160178789,0.349590651,0.646166599,0
 12/10  21:00:00,11.01386143,2.497199256,3.251224924,0,3.20518735,0,0.086035614,0.086035614,0.086035614,0.67715471,0.145877102,0.310730298,0.668380946,0
 12/10  22:00:00,11.29405112,2.27065346,3.572084406,0,3.527121639,0,0.094512312,0.094512312,0.094512312,0.57093439,0.122994428,0.29394914,0.652776722,0
 12/10  23:00:00,11.41680927,1.844976193,3.989108905,0,3.950199392,0,0.105681313,0.105681313,0.105681313,0.42488144,0.091530731,0.234174068,0.564894597,0
 12/10  24:00:00,11.79634471,1.42499858,4.519963886,0,4.486152243,0,0.119929735,0.119929735,0.119929735,0.298744725,0.064357555,0.151455627,0.490882893,0
 12/11  01:00:00,11.90519892,0.967739028,4.946513274,0,4.918545896,0,0.131470309,0.131470309,0.131470309,0.152691775,0.032893858,0.086369242,0.406034923,0
 12/11  02:00:00,12.2861079,0.804634742,5.264500164,0,5.238749575,0,0.139722756,0.139722756,0.139722756,0.09294283,0.020022351,0.072238755,0.37385121,0
 12/11  03:00:00,13.1463014,0.74552306,5.734189078,0,5.708737047,0,0.151999933,0.151999933,0.151999933,0.059748945,0.012871509,0.059715255,0.369516703,0
 12/11  04:00:00,13.49432438,0.742012709,5.908876455,0,5.883782693,0,0.156701915,0.156701915,0.156701915,0.059748945,0.012871509,0.052611026,0.364315295,0
 12/11  05:00:00,13.69566952,0.7821889,5.988113616,0,5.963967774,0,0.158357942,0.158357942,0.158357942,0.059748945,0.012871509,0.063151709,0.350553236,0
 12/11  06:00:00,13.88391806,1.025228274,5.933884131,0,5.906939312,0,0.15666874,0.15666874,0.15666874,0.066387722,0.014301678,0.075981488,0.391189237,0
 12/11  07:00:00,14.16134532,1.5642696,5.712692465,0,5.681560376,0,0.150545476,0.150545476,0.150545476,0.139414205,0.030033518,0.129758031,0.451980695,0
 12/11  08:00:00,15.82866513,1.968501076,6.185177156,0,6.15209698,0,0.162752089,0.162752089,0.162752089,0.285467155,0.061497214,0.207405929,0.480263352,0
 12/11  09:00:00,14.51089007,1.89202547,5.595523355,0,5.567555976,0,0.147388077,0.147388077,0.147388077,0.27882841,0.060067052,0.268690649,0.406034923,0
 12/11  10:00:00,14.05681661,1.663033142,5.558627901,0,5.5348254,0,0.146380829,0.146380829,0.146380829,0.152691775,0.032893858,0.330033496,0.345568553,0
 12/11  11:00:00,16.36115446,1.596464607,6.701188241,0,6.676825945,0,0.178264488,0.178264488,0.178264488,0.126136635,0.027173194,0.34487662,0.353695754,0
 12/11  12:00:00,13.84760916,1.501021441,5.532523141,0,5.508153381,0,0.145892508,0.145892508,0.145892508,0.126136635,0.027173194,0.361119726,0.353804116,0
 12/11  13:00:00,13.01013139,1.414890834,5.177692683,0,5.15373344,0,0.136938154,0.136938154,0.136938154,0.126136635,0.027173194,0.351845974,0.347844169,0
 12/11  14:00:00,12.67706271,1.353476628,5.057563532,0,5.032775791,0,0.134072241,0.134072241,0.134072241,0.126136635,0.027173194,0.317847783,0.359872426,0
 12/11  15:00:00,12.33949037,1.324485614,4.903913893,0,4.877730396,0,0.130378109,0.130378109,0.130378109,0.139414205,0.030033518,0.292642171,0.380136245,0
 12/11  16:00:00,12.37035087,1.42305819,4.826008661,0,4.798369696,0,0.128261492,0.128261492,0.128261492,0.192524405,0.041474863,0.302863616,0.401266965,0
 12/11  17:00:00,12.67913476,1.772502321,4.660085941,0,4.627393889,0,0.123739516,0.123739516,0.123739516,0.3452161,0.074368721,0.353720743,0.474628493,0
 12/11  18:00:00,15.52377985,2.397617513,5.485757774,0,5.446042156,0,0.146140417,0.146140417,0.146140417,0.604128195,0.130145254,0.445069937,0.576597765,0
 12/11  19:00:00,13.06524399,2.712194251,4.04209725,0,3.998978076,0,0.106468954,0.106468954,0.106468954,0.7966526,0.1716201,0.398283704,0.626011142,0
 12/11  20:00:00,12.26865612,2.561636385,3.79491152,0,3.750404054,0,0.098823492,0.098823492,0.098823492,0.7435424,0.160178789,0.315345897,0.646166599,0
 12/11  21:00:00,12.09097158,2.413615193,3.8269773,0,3.780939726,0,0.100717225,0.100717225,0.100717225,0.67715471,0.145877102,0.275874928,0.668380946,0
 12/11  22:00:00,11.88607894,2.190719499,3.912712471,0,3.867749704,0,0.103283149,0.103283149,0.103283149,0.57093439,0.122994428,0.258342283,0.652776722,0
 12/11  23:00:00,11.5100717,1.777119391,4.080480051,0,4.041570538,0,0.107904698,0.107904698,0.107904698,0.42488144,0.091530731,0.205880856,0.564894597,0
 12/11  24:00:00,11.40260102,1.379075377,4.360376299,0,4.326564657,0,0.115559576,0.115559576,0.115559576,0.298744725,0.064357555,0.135920782,0.490882893,0
 12/12  01:00:00,11.42050927,0.961940799,4.716304634,0,4.688337255,0,0.125312261,0.125312261,0.125312261,0.152691775,0.032893858,0.086369242,0.406034923,0
 12/12  02:00:00,11.51019169,0.795284404,4.89551385,0,4.869763262,0,0.130191676,0.130191676,0.130191676,0.09294283,0.020022351,0.072238755,0.37385121,0
 12/12  03:00:00,11.7160182,0.727905334,5.054474227,0,5.029022196,0,0.134254676,0.134254676,0.134254676,0.059748945,0.012871509,0.059715255,0.369516703,0
 12/12  04:00:00,11.83115678,0.721372679,5.118786345,0,5.093692583,0,0.135919465,0.135919465,0.135919465,0.059748945,0.012871509,0.052611026,0.364315295,0
 12/12  05:00:00,12.04984787,0.76228728,5.205441873,0,5.181296031,0,0.138165762,0.138165762,0.138165762,0.059748945,0.012871509,0.063151709,0.350553236,0
 12/12  06:00:00,12.46109054,1.008925535,5.256453531,0,5.229508712,0,0.139447544,0.139447544,0.139447544,0.066387722,0.014301678,0.075981488,0.391189237,0
 12/12  07:00:00,12.77360316,1.549646894,5.051213343,0,5.020081255,0,0.133825072,0.133825072,0.133825072,0.139414205,0.030033518,0.129758031,0.451980695,0
 12/12  08:00:00,14.36180902,1.953178188,5.486069959,0,5.452989783,0,0.144979148,0.144979148,0.144979148,0.285467155,0.061497214,0.207405929,0.480263352,0
 12/12  09:00:00,13.14610171,1.877785355,4.945186147,0,4.917218769,0,0.130763467,0.130763467,0.130763467,0.27882841,0.060067052,0.268690649,0.406034923,0
 12/12  10:00:00,12.86317117,1.650698424,4.98968684,0,4.965884339,0,0.131904627,0.131904627,0.131904627,0.152691775,0.032893858,0.330033496,0.345568553,0
 12/12  11:00:00,14.98873493,1.581293982,6.048077836,0,6.02371554,0,0.161255124,0.161255124,0.161255124,0.126136635,0.027173194,0.34487662,0.353695754,0
 12/12  12:00:00,12.90340233,1.491278201,5.082243713,0,5.057873953,0,0.13459093,0.13459093,0.13459093,0.126136635,0.027173194,0.361119726,0.353804116,0
 12/12  13:00:00,11.99959942,1.403692498,4.696832575,0,4.672873332,0,0.124400349,0.124400349,0.124400349,0.126136635,0.027173194,0.351845974,0.347844169,0
 12/12  14:00:00,11.55853166,1.340841838,4.525368628,0,4.500580887,0,0.120236756,0.120236756,0.120236756,0.126136635,0.027173194,0.317847783,0.359872426,0
 12/12  15:00:00,11.5678563,1.315923632,4.536825483,0,4.510641986,0,0.120746352,0.120746352,0.120746352,0.139414205,0.030033518,0.292642171,0.380136245,0
 12/12  16:00:00,11.36527856,1.411788267,4.347634802,0,4.319995837,0,0.115909935,0.115909935,0.115909935,0.192524405,0.041474863,0.302863616,0.401266965,0
 12/12  17:00:00,12.02022505,1.765608094,4.346271115,0,4.313579064,0,0.115610905,0.115610905,0.115610905,0.3452161,0.074368721,0.353720743,0.474628493,0
 12/12  18:00:00,14.94850537,2.392106444,5.211465881,0,5.171750263,0,0.139080544,0.139080544,0.139080544,0.604128195,0.130145254,0.445069937,0.576597765,0
 12/12  19:00:00,13.10718388,2.714460231,4.0612765,0,4.018157326,0,0.106907424,0.106907424,0.106907424,0.7966526,0.1716201,0.398283704,0.626011142,0
 12/12  20:00:00,12.40867182,2.565873524,3.859240394,0,3.814732928,0,0.101197096,0.101197096,0.101197096,0.7435424,0.160178789,0.315345897,0.646166599,0
 12/12  21:00:00,12.26079967,2.417265799,3.907136005,0,3.861098431,0,0.102670584,0.102670584,0.102670584,0.67715471,0.145877102,0.275874928,0.668380946,0
 12/12  22:00:00,12.18113996,2.195609776,4.052699887,0,4.00773712,0,0.106681785,0.106681785,0.106681785,0.57093439,0.122994428,0.258342283,0.652776722,0
 12/12  23:00:00,12.28326265,1.787800423,4.447422046,0,4.408512533,0,0.117446675,0.117446675,0.117446675,0.42488144,0.091530731,0.205880856,0.564894597,0
 12/12  24:00:00,12.34830184,1.391501861,4.809505064,0,4.775693422,0,0.127231846,0.127231846,0.127231846,0.298744725,0.064357555,0.135920782,0.490882893,0
 12/13  01:00:00,12.34020949,0.973431689,5.153704972,0,5.125737594,0,0.136448479,0.136448479,0.136448479,0.152691775,0.032893858,0.086369242,0.406034923,0
 12/13  02:00:00,12.62871551,0.808910486,5.427790801,0,5.402040212,0,0.143639623,0.143639623,0.143639623,0.09294283,0.020022351,0.072238755,0.37385121,0
 12/13  03:00:00,12.798982,0.741028783,5.569897764,0,5.544445733,0,0.147252436,0.147252436,0.147252436,0.059748945,0.012871509,0.059715255,0.369516703,0
 12/13  04:00:00,13.05934083,0.73615482,5.70352463,0,5.678430868,0,0.150561244,0.150561244,0.150561244,0.059748945,0.012871509,0.052611026,0.364315295,0
 12/13  05:00:00,13.28861604,0.77734994,5.795130174,0,5.770984332,0,0.152942064,0.152942064,0.152942064,0.059748945,0.012871509,0.063151709,0.350553236,0
 12/13  06:00:00,13.53503493,1.022481672,5.767671201,0,5.740726382,0,0.152098515,0.152098515,0.152098515,0.066387722,0.014301678,0.075981488,0.391189237,0
 12/13  07:00:00,13.80882328,1.563844448,5.543529309,0,5.512397221,0,0.145955284,0.145955284,0.145955284,0.139414205,0.030033518,0.129758031,0.451980695,0
 12/13  08:00:00,15.42834915,1.968216901,5.992884496,0,5.959804319,0,0.157603262,0.157603262,0.157603262,0.285467155,0.061497214,0.207405929,0.480263352,0
 12/13  09:00:00,14.41723053,1.895659328,5.548527598,0,5.520560219,0,0.146287451,0.146287451,0.146287451,0.27882841,0.060067052,0.268690649,0.406034923,0
 12/13  10:00:00,14.07243968,1.667527107,5.563829512,0,5.540027011,0,0.14662279,0.14662279,0.14662279,0.152691775,0.032893858,0.330033496,0.345568553,0
 12/13  11:00:00,16.63285814,1.603082412,6.82928077,0,6.804918474,0,0.181231427,0.181231427,0.181231427,0.126136635,0.027173194,0.34487662,0.353695754,0
 12/13  12:00:00,14.52536535,1.512791333,5.852502635,0,5.828132875,0,0.15456828,0.15456828,0.15456828,0.126136635,0.027173194,0.361119726,0.353804116,0
 12/13  13:00:00,13.99830935,1.429093371,5.647365924,0,5.62340668,0,0.148481134,0.148481134,0.148481134,0.126136635,0.027173194,0.351845974,0.347844169,0
 12/13  14:00:00,13.83821165,1.370056544,5.608554195,0,5.583766454,0,0.148268141,0.148268141,0.148268141,0.126136635,0.027173194,0.317847783,0.359872426,0
 12/13  15:00:00,13.9600433,1.34652957,5.67328855,0,5.647105053,0,0.150297996,0.150297996,0.150297996,0.139414205,0.030033518,0.292642171,0.380136245,0
 12/13  16:00:00,14.28956231,1.448971622,5.73700894,0,5.709369975,0,0.152027307,0.152027307,0.152027307,0.192524405,0.041474863,0.302863616,0.401266965,0
 12/13  17:00:00,14.12110485,1.792572691,5.344606606,0,5.311914554,0,0.14135898,0.14135898,0.14135898,0.3452161,0.074368721,0.353720743,0.474628493,0
 12/13  18:00:00,16.91467845,2.417160321,6.146734252,0,6.107018634,0,0.16260803,0.16260803,0.16260803,0.604128195,0.130145254,0.445069937,0.576597765,0
 12/13  19:00:00,17.17721755,2.768323937,5.991267517,0,5.948148344,0,0.158970067,0.158970067,0.158970067,0.7966526,0.1716201,0.398283704,0.626011142,0
 12/13  20:00:00,14.33819574,2.592128267,4.774247767,0,4.7297403,0,0.12561524,0.12561524,0.12561524,0.7435424,0.160178789,0.315345897,0.646166599,0
 12/13  21:00:00,13.61422191,2.434989675,4.550908422,0,4.504870848,0,0.118721758,0.118721758,0.118721758,0.67715471,0.145877102,0.275874928,0.668380946,0
 12/13  22:00:00,13.28487827,2.21037552,4.577242651,0,4.532279885,0,0.119977462,0.119977462,0.119977462,0.57093439,0.122994428,0.258342283,0.652776722,0
 12/13  23:00:00,12.98140798,1.797149769,4.77947998,0,4.740570468,0,0.125673381,0.125673381,0.125673381,0.42488144,0.091530731,0.205880856,0.564894597,0
 12/13  24:00:00,12.78787924,1.397319509,5.018773506,0,4.984961863,0,0.132306136,0.132306136,0.132306136,0.298744725,0.064357555,0.135920782,0.490882893,0
 12/14  01:00:00,12.69437149,0.977855234,5.322463031,0,5.294495652,0,0.14052259,0.14052259,0.14052259,0.152691775,0.032893858,0.086369242,0.406034923,0
 12/14  02:00:00,12.88409373,0.812080053,5.549403992,0,5.523653403,0,0.146633713,0.146633713,0.146633713,0.09294283,0.020022351,0.072238755,0.37385121,0
 12/14  03:00:00,13.06351311,0.744305069,5.695796458,0,5.670344427,0,0.150404913,0.150404913,0.150404913,0.059748945,0.012871509,0.059715255,0.369516703,0
 12/14  04:00:00,13.06545029,0.736221988,5.706652416,0,5.681558654,0,0.150490152,0.150490152,0.150490152,0.059748945,0.012871509,0.052611026,0.364315295,0
 12/14  05:00:00,13.21281648,0.776623494,5.759106351,0,5.734960509,0,0.151933575,0.151933575,0.151933575,0.059748945,0.012871509,0.063151709,0.350553236,0
 12/14  06:00:00,13.33870563,1.020984576,5.673838149,0,5.646893331,0,0.149709815,0.149709815,0.149709815,0.066387722,0.014301678,0.075981488,0.391189237,0
 12/14  07:00:00,13.64268575,1.563949187,5.463305628,0,5.43217354,0,0.144023648,0.144023648,0.144023648,0.139414205,0.030033518,0.129758031,0.451980695,0
 12/14  08:00:00,15.35851314,1.969989958,5.957988021,0,5.924907845,0,0.15699789,0.15699789,0.15699789,0.285467155,0.061497214,0.207405929,0.480263352,0
 12/14  09:00:00,14.00564607,1.892956467,5.351613271,0,5.323645893,0,0.141269802,0.141269802,0.141269802,0.27882841,0.060067052,0.268690649,0.406034923,0
 12/14  10:00:00,13.30204182,1.660120228,5.196562681,0,5.17276018,0,0.137137017,0.137137017,0.137137017,0.152691775,0.032893858,0.330033496,0.345568553,0
 12/14  11:00:00,15.27368345,1.588151126,6.182233529,0,6.157871233,0,0.164515118,0.164515118,0.164515118,0.126136635,0.027173194,0.34487662,0.353695754,0
 12/14  12:00:00,13.91063165,1.507490674,5.558006296,0,5.533636536,0,0.147754825,0.147754825,0.147754825,0.126136635,0.027173194,0.361119726,0.353804116,0
 12/14  13:00:00,13.41726677,1.42407352,5.368834805,0,5.344875561,0,0.142160971,0.142160971,0.142160971,0.126136635,0.027173194,0.351845974,0.347844169,0
 12/14  14:00:00,13.94875085,1.373220895,5.659243482,0,5.634455742,0,0.150266898,0.150266898,0.150266898,0.126136635,0.027173194,0.317847783,0.359872426,0
 12/14  15:00:00,13.72116991,1.345010792,5.558447163,0,5.532263666,0,0.147740716,0.147740716,0.147740716,0.139414205,0.030033518,0.292642171,0.380136245,0
 12/14  16:00:00,13.17368335,1.435585802,5.207416122,0,5.179777157,0,0.137591473,0.137591473,0.137591473,0.192524405,0.041474863,0.302863616,0.401266965,0
 12/14  17:00:00,13.87621907,1.790566854,5.227972866,0,5.195280815,0,0.138154826,0.138154826,0.138154826,0.3452161,0.074368721,0.353720743,0.474628493,0
 12/14  18:00:00,16.91955119,2.419299117,6.147148332,0,6.107432714,0,0.163243293,0.163243293,0.163243293,0.604128195,0.130145254,0.445069937,0.576597765,0
 12/14  19:00:00,16.04264251,2.75505759,5.45317382,0,5.410054646,0,0.143929635,0.143929635,0.143929635,0.7966526,0.1716201,0.398283704,0.626011142,0
 12/14  20:00:00,15.66147456,2.609959754,5.402937812,0,5.358430346,0,0.141637655,0.141637655,0.141637655,0.7435424,0.160178789,0.315345897,0.646166599,0
 12/14  21:00:00,14.63607159,2.450070555,5.034142959,0,4.988105385,0,0.132155,0.132155,0.132155,0.67715471,0.145877102,0.275874928,0.668380946,0
 12/14  22:00:00,14.02398938,2.220958396,4.927804562,0,4.882841795,0,0.129112267,0.129112267,0.129112267,0.57093439,0.122994428,0.258342283,0.652776722,0
 12/14  23:00:00,14.81120308,1.821734174,5.646867409,0,5.607957896,0,0.149151993,0.149151993,0.149151993,0.42488144,0.091530731,0.205880856,0.564894597,0
 12/14  24:00:00,14.9175879,1.425521406,6.028322331,0,5.994510688,0,0.159775839,0.159775839,0.159775839,0.298744725,0.064357555,0.135920782,0.490882893,0
 12/15  01:00:00,14.53263997,1.001424252,6.194975359,0,6.167007981,0,0.163747527,0.163747527,0.163747527,0.152691775,0.032893858,0.086369242,0.406034923,0
 12/15  02:00:00,14.05580678,0.826677939,6.106323891,0,6.080573303,0,0.161058834,0.161058834,0.161058834,0.09294283,0.020022351,0.072238755,0.37385121,0
 12/15  03:00:00,14.66088581,0.764361826,6.454552135,0,6.429100104,0,0.170339777,0.170339777,0.170339777,0.059748945,0.012871509,0.059715255,0.369516703,0
 12/15  04:00:00,15.1514957,0.762619051,6.697085173,0,6.671991411,0,0.176751095,0.176751095,0.176751095,0.059748945,0.012871509,0.052611026,0.364315295,0
 12/15  05:00:00,15.47017811,0.804953645,6.831543495,0,6.807397653,0,0.179985971,0.179985971,0.179985971,0.059748945,0.012871509,0.063151709,0.350553236,0
 12/15  06:00:00,16.29343913,1.058349621,7.077791556,0,7.050846737,0,0.186197029,0.186197029,0.186197029,0.066387722,0.014301678,0.075981488,0.391189237,0
 12/15  07:00:00,16.77193729,1.604571597,6.949693794,0,6.918561706,0,0.182641248,0.182641248,0.182641248,0.139414205,0.030033518,0.129758031,0.451980695,0
 12/15  08:00:00,16.50254787,1.985244569,6.503008498,0,6.469928321,0,0.169910945,0.169910945,0.169910945,0.285467155,0.061497214,0.207405929,0.480263352,0
 12/15  09:00:00,14.71477715,1.902093739,5.691322618,0,5.66335524,0,0.148128174,0.148128174,0.148128174,0.27882841,0.060067052,0.268690649,0.406034923,0
 12/15  10:00:00,12.23520532,1.647227912,4.691999065,0,4.668196564,0,0.122198033,0.122198033,0.122198033,0.152691775,0.032893858,0.330033496,0.345568553,0
 12/15  11:00:00,12.72348698,1.556787251,4.972499006,0,4.94813671,0,0.131393935,0.131393935,0.131393935,0.126136635,0.027173194,0.34487662,0.353695754,0
